Day,Media Buy Name,Media Buy Key,Campaign name,Campaign key,Impressions,clicks,visits,Device,,,,,,,,
02/06/2021,MB158,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB159,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB160,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB161,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB162,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB163,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB164,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB165,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB166,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB167,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB168,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB169,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB170,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB171,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB172,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB173,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB174,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB175,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB176,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB177,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB178,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB179,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB180,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB181,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB182,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB183,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB184,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB185,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB186,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB187,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB188,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB189,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB190,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB191,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB192,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB193,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB194,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB195,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB196,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB197,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB198,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB199,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB200,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB201,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB202,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB203,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB204,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB205,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB206,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB207,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB208,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB209,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB210,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB211,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB212,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB213,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB214,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB215,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB216,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB217,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB218,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB219,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB220,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB221,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB222,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB223,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB224,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB225,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB226,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB227,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB228,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB229,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB230,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB231,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB232,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB233,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB234,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB235,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB236,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB237,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB238,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB239,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB240,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB241,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB242,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB243,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB244,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB245,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB246,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB247,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB248,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB249,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB250,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB251,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB252,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB253,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB254,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB255,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB256,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB257,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB258,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB259,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB260,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB261,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB262,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB263,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB264,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB265,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB266,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB267,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB268,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB269,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB270,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB271,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB272,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB273,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB274,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB275,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB276,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB277,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB278,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB279,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB280,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB281,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB282,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB283,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB284,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB285,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB286,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB287,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB288,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB289,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB290,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB291,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB292,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB293,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB294,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB295,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB296,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB297,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB298,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB299,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB300,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB301,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB302,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB303,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB304,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB305,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB306,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB307,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB308,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB309,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB310,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB311,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB312,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB313,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB314,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB315,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB316,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB317,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB318,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB319,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB320,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB321,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB322,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB323,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB324,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB325,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB326,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB327,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB328,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB329,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB330,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB331,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB332,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB333,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB334,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB335,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB336,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB337,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB338,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB339,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB340,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB341,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB342,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB343,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB344,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB345,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB346,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB347,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
